# 8, 1000
# Nu energy [MeV] X-Sec. [m^2]    Lep. <E> [MeV]  
# t               nu_e            nu_e_bar        nu_x            nu_x_bar        nu_e            nu_e_bar        nu_x            nu_x_bar        
17.75             0.0000000E+00   4.5688976E-45   0.0000000E+00   0.0000000E+00   0.0000000E+00   1.6318592E+01   0.0000000E+00   0.0000000E+00
17.85             0.0000000E+00   4.6209626E-45   0.0000000E+00   0.0000000E+00   0.0000000E+00   1.6415036E+01   0.0000000E+00   0.0000000E+00
17.95             0.0000000E+00   4.6732775E-45   0.0000000E+00   0.0000000E+00   0.0000000E+00   1.6511460E+01   0.0000000E+00   0.0000000E+00
18.05             0.0000000E+00   4.7258417E-45   0.0000000E+00   0.0000000E+00   0.0000000E+00   1.6607863E+01   0.0000000E+00   0.0000000E+00
18.15             0.0000000E+00   4.7786543E-45   0.0000000E+00   0.0000000E+00   0.0000000E+00   1.6704247E+01   0.0000000E+00   0.0000000E+00
18.25             0.0000000E+00   4.8317146E-45   0.0000000E+00   0.0000000E+00   0.0000000E+00   1.6800610E+01   0.0000000E+00   0.0000000E+00
18.35             0.0000000E+00   4.8850220E-45   0.0000000E+00   0.0000000E+00   0.0000000E+00   1.6896953E+01   0.0000000E+00   0.0000000E+00
18.45             0.0000000E+00   4.9385757E-45   0.0000000E+00   0.0000000E+00   0.0000000E+00   1.6993276E+01   0.0000000E+00   0.0000000E+00
18.55             0.0000000E+00   4.9923751E-45   0.0000000E+00   0.0000000E+00   0.0000000E+00   1.7089579E+01   0.0000000E+00   0.0000000E+00
18.65             0.0000000E+00   5.0464193E-45   0.0000000E+00   0.0000000E+00   0.0000000E+00   1.7185862E+01   0.0000000E+00   0.0000000E+00
18.75             0.0000000E+00   5.1007077E-45   0.0000000E+00   0.0000000E+00   0.0000000E+00   1.7282124E+01   0.0000000E+00   0.0000000E+00
18.85             0.0000000E+00   5.1552395E-45   0.0000000E+00   0.0000000E+00   0.0000000E+00   1.7378367E+01   0.0000000E+00   0.0000000E+00
18.95             0.0000000E+00   5.2100141E-45   0.0000000E+00   0.0000000E+00   0.0000000E+00   1.7474589E+01   0.0000000E+00   0.0000000E+00
19.05             0.0000000E+00   5.2650308E-45   0.0000000E+00   0.0000000E+00   0.0000000E+00   1.7570792E+01   0.0000000E+00   0.0000000E+00
19.15             0.0000000E+00   5.3202889E-45   0.0000000E+00   0.0000000E+00   0.0000000E+00   1.7666974E+01   0.0000000E+00   0.0000000E+00
19.25             0.0000000E+00   5.3757875E-45   0.0000000E+00   0.0000000E+00   0.0000000E+00   1.7763136E+01   0.0000000E+00   0.0000000E+00
19.35             0.0000000E+00   5.4315262E-45   0.0000000E+00   0.0000000E+00   0.0000000E+00   1.7859278E+01   0.0000000E+00   0.0000000E+00
19.45             0.0000000E+00   5.4875040E-45   0.0000000E+00   0.0000000E+00   0.0000000E+00   1.7955400E+01   0.0000000E+00   0.0000000E+00
19.55             0.0000000E+00   5.5437204E-45   0.0000000E+00   0.0000000E+00   0.0000000E+00   1.8051502E+01   0.0000000E+00   0.0000000E+00
19.65             0.0000000E+00   5.6001747E-45   0.0000000E+00   0.0000000E+00   0.0000000E+00   1.8147583E+01   0.0000000E+00   0.0000000E+00
19.75             0.0000000E+00   5.6568662E-45   0.0000000E+00   0.0000000E+00   0.0000000E+00   1.8243645E+01   0.0000000E+00   0.0000000E+00
19.85             0.0000000E+00   5.7137941E-45   0.0000000E+00   0.0000000E+00   0.0000000E+00   1.8339687E+01   0.0000000E+00   0.0000000E+00
19.95             0.0000000E+00   5.7709577E-45   0.0000000E+00   0.0000000E+00   0.0000000E+00   1.8435709E+01   0.0000000E+00   0.0000000E+00
20.05             0.0000000E+00   5.8283565E-45   0.0000000E+00   0.0000000E+00   0.0000000E+00   1.8531710E+01   0.0000000E+00   0.0000000E+00
20.15             0.0000000E+00   5.8859897E-45   0.0000000E+00   0.0000000E+00   0.0000000E+00   1.8627692E+01   0.0000000E+00   0.0000000E+00
20.25             0.0000000E+00   5.9438566E-45   0.0000000E+00   0.0000000E+00   0.0000000E+00   1.8723653E+01   0.0000000E+00   0.0000000E+00
20.35             0.0000000E+00   6.0019565E-45   0.0000000E+00   0.0000000E+00   0.0000000E+00   1.8819595E+01   0.0000000E+00   0.0000000E+00
20.45             0.0000000E+00   6.0602888E-45   0.0000000E+00   0.0000000E+00   0.0000000E+00   1.8915516E+01   0.0000000E+00   0.0000000E+00
20.55             0.0000000E+00   6.1188528E-45   0.0000000E+00   0.0000000E+00   0.0000000E+00   1.9011418E+01   0.0000000E+00   0.0000000E+00
20.65             0.0000000E+00   6.1776477E-45   0.0000000E+00   0.0000000E+00   0.0000000E+00   1.9107299E+01   0.0000000E+00   0.0000000E+00
20.75             0.0000000E+00   6.2366730E-45   0.0000000E+00   0.0000000E+00   0.0000000E+00   1.9203161E+01   0.0000000E+00   0.0000000E+00
20.85             0.0000000E+00   6.2959280E-45   0.0000000E+00   0.0000000E+00   0.0000000E+00   1.9299002E+01   0.0000000E+00   0.0000000E+00
20.95             0.0000000E+00   6.3554119E-45   0.0000000E+00   0.0000000E+00   0.0000000E+00   1.9394824E+01   0.0000000E+00   0.0000000E+00
21.05             0.0000000E+00   6.4151241E-45   0.0000000E+00   0.0000000E+00   0.0000000E+00   1.9490625E+01   0.0000000E+00   0.0000000E+00
21.15             0.0000000E+00   6.4750640E-45   0.0000000E+00   0.0000000E+00   0.0000000E+00   1.9586407E+01   0.0000000E+00   0.0000000E+00
21.25             0.0000000E+00   6.5352308E-45   0.0000000E+00   0.0000000E+00   0.0000000E+00   1.9682169E+01   0.0000000E+00   0.0000000E+00
21.35             0.0000000E+00   6.5956239E-45   0.0000000E+00   0.0000000E+00   0.0000000E+00   1.9777910E+01   0.0000000E+00   0.0000000E+00
21.45             0.0000000E+00   6.6562427E-45   0.0000000E+00   0.0000000E+00   0.0000000E+00   1.9873632E+01   0.0000000E+00   0.0000000E+00
21.55             0.0000000E+00   6.7170865E-45   0.0000000E+00   0.0000000E+00   0.0000000E+00   1.9969334E+01   0.0000000E+00   0.0000000E+00
21.65             0.0000000E+00   6.7781546E-45   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.0065016E+01   0.0000000E+00   0.0000000E+00
21.75             0.0000000E+00   6.8394463E-45   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.0160677E+01   0.0000000E+00   0.0000000E+00
21.85             0.0000000E+00   6.9009611E-45   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.0256319E+01   0.0000000E+00   0.0000000E+00
21.95             0.0000000E+00   6.9626982E-45   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.0351941E+01   0.0000000E+00   0.0000000E+00
22.05             0.0000000E+00   7.0246570E-45   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.0447544E+01   0.0000000E+00   0.0000000E+00
22.15             0.0000000E+00   7.0868368E-45   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.0543126E+01   0.0000000E+00   0.0000000E+00
22.25             0.0000000E+00   7.1492371E-45   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.0638688E+01   0.0000000E+00   0.0000000E+00
22.35             0.0000000E+00   7.2118571E-45   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.0734231E+01   0.0000000E+00   0.0000000E+00
22.45             0.0000000E+00   7.2746962E-45   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.0829753E+01   0.0000000E+00   0.0000000E+00
22.55             0.0000000E+00   7.3377538E-45   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.0925256E+01   0.0000000E+00   0.0000000E+00
22.65             0.0000000E+00   7.4010292E-45   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.1020738E+01   0.0000000E+00   0.0000000E+00
22.75             0.0000000E+00   7.4645217E-45   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.1116201E+01   0.0000000E+00   0.0000000E+00
22.85             0.0000000E+00   7.5282309E-45   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.1211644E+01   0.0000000E+00   0.0000000E+00
22.95             0.0000000E+00   7.5921559E-45   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.1307068E+01   0.0000000E+00   0.0000000E+00
23.05             0.0000000E+00   7.6562962E-45   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.1402471E+01   0.0000000E+00   0.0000000E+00
23.15             0.0000000E+00   7.7206511E-45   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.1497854E+01   0.0000000E+00   0.0000000E+00
23.25             0.0000000E+00   7.7852200E-45   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.1593218E+01   0.0000000E+00   0.0000000E+00
23.35             0.0000000E+00   7.8500023E-45   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.1688562E+01   0.0000000E+00   0.0000000E+00
23.45             0.0000000E+00   7.9149974E-45   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.1783886E+01   0.0000000E+00   0.0000000E+00
23.55             0.0000000E+00   7.9802045E-45   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.1879190E+01   0.0000000E+00   0.0000000E+00
23.65             0.0000000E+00   8.0456232E-45   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.1974474E+01   0.0000000E+00   0.0000000E+00
23.75             0.0000000E+00   8.1112527E-45   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.2069739E+01   0.0000000E+00   0.0000000E+00
23.85             0.0000000E+00   8.1770925E-45   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.2164984E+01   0.0000000E+00   0.0000000E+00
23.95             0.0000000E+00   8.2431419E-45   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.2260208E+01   0.0000000E+00   0.0000000E+00
24.05             0.0000000E+00   8.3094003E-45   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.2355414E+01   0.0000000E+00   0.0000000E+00
24.15             0.0000000E+00   8.3758670E-45   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.2450599E+01   0.0000000E+00   0.0000000E+00
24.25             0.0000000E+00   8.4425416E-45   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.2545765E+01   0.0000000E+00   0.0000000E+00
24.35             0.0000000E+00   8.5094233E-45   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.2640910E+01   0.0000000E+00   0.0000000E+00
24.45             0.0000000E+00   8.5765116E-45   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.2736036E+01   0.0000000E+00   0.0000000E+00
24.55             0.0000000E+00   8.6438059E-45   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.2831143E+01   0.0000000E+00   0.0000000E+00
24.65             0.0000000E+00   8.7113054E-45   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.2926229E+01   0.0000000E+00   0.0000000E+00
24.75             0.0000000E+00   8.7790097E-45   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.3021296E+01   0.0000000E+00   0.0000000E+00
24.85             0.0000000E+00   8.8469181E-45   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.3116343E+01   0.0000000E+00   0.0000000E+00
24.95             0.0000000E+00   8.9150300E-45   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.3211370E+01   0.0000000E+00   0.0000000E+00
25.05             0.0000000E+00   8.9833449E-45   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.3306378E+01   0.0000000E+00   0.0000000E+00
25.15             0.0000000E+00   9.0518620E-45   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.3401366E+01   0.0000000E+00   0.0000000E+00
25.25             0.0000000E+00   9.1205809E-45   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.3496334E+01   0.0000000E+00   0.0000000E+00
25.35             0.0000000E+00   9.1895009E-45   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.3591282E+01   0.0000000E+00   0.0000000E+00
25.45             0.0000000E+00   9.2586214E-45   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.3686211E+01   0.0000000E+00   0.0000000E+00
25.55             0.0000000E+00   9.3279418E-45   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.3781120E+01   0.0000000E+00   0.0000000E+00
25.65             0.0000000E+00   9.3974616E-45   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.3876009E+01   0.0000000E+00   0.0000000E+00
25.75             0.0000000E+00   9.4671802E-45   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.3970879E+01   0.0000000E+00   0.0000000E+00
25.85             0.0000000E+00   9.5370969E-45   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.4065729E+01   0.0000000E+00   0.0000000E+00
25.95             0.0000000E+00   9.6072111E-45   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.4160559E+01   0.0000000E+00   0.0000000E+00
26.05             0.0000000E+00   9.6775224E-45   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.4255370E+01   0.0000000E+00   0.0000000E+00
26.15             0.0000000E+00   9.7480300E-45   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.4350161E+01   0.0000000E+00   0.0000000E+00
26.25             0.0000000E+00   9.8187335E-45   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.4444932E+01   0.0000000E+00   0.0000000E+00
26.35             0.0000000E+00   9.8896322E-45   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.4539684E+01   0.0000000E+00   0.0000000E+00
26.45             0.0000000E+00   9.9607256E-45   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.4634416E+01   0.0000000E+00   0.0000000E+00
26.55             0.0000000E+00   1.0032013E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.4729128E+01   0.0000000E+00   0.0000000E+00
26.65             0.0000000E+00   1.0103494E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.4823821E+01   0.0000000E+00   0.0000000E+00
26.75             0.0000000E+00   1.0175168E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.4918494E+01   0.0000000E+00   0.0000000E+00
26.85             0.0000000E+00   1.0247034E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.5013147E+01   0.0000000E+00   0.0000000E+00
26.95             0.0000000E+00   1.0319092E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.5107781E+01   0.0000000E+00   0.0000000E+00
27.05             0.0000000E+00   1.0391342E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.5202396E+01   0.0000000E+00   0.0000000E+00
27.15             0.0000000E+00   1.0463781E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.5296990E+01   0.0000000E+00   0.0000000E+00
27.25             0.0000000E+00   1.0536411E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.5391565E+01   0.0000000E+00   0.0000000E+00
27.35             0.0000000E+00   1.0609231E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.5486121E+01   0.0000000E+00   0.0000000E+00
27.45             0.0000000E+00   1.0682239E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.5580657E+01   0.0000000E+00   0.0000000E+00
27.55             0.0000000E+00   1.0755436E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.5675173E+01   0.0000000E+00   0.0000000E+00
27.65             0.0000000E+00   1.0828821E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.5769670E+01   0.0000000E+00   0.0000000E+00
27.75             0.0000000E+00   1.0902393E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.5864147E+01   0.0000000E+00   0.0000000E+00
27.85             0.0000000E+00   1.0976152E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.5958605E+01   0.0000000E+00   0.0000000E+00
27.95             0.0000000E+00   1.1050096E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.6053043E+01   0.0000000E+00   0.0000000E+00
28.05             0.0000000E+00   1.1124227E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.6147461E+01   0.0000000E+00   0.0000000E+00
28.15             0.0000000E+00   1.1198542E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.6241860E+01   0.0000000E+00   0.0000000E+00
28.25             0.0000000E+00   1.1273042E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.6336240E+01   0.0000000E+00   0.0000000E+00
28.35             0.0000000E+00   1.1347726E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.6430600E+01   0.0000000E+00   0.0000000E+00
28.45             0.0000000E+00   1.1422594E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.6524940E+01   0.0000000E+00   0.0000000E+00
28.55             0.0000000E+00   1.1497644E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.6619261E+01   0.0000000E+00   0.0000000E+00
28.65             0.0000000E+00   1.1572876E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.6713563E+01   0.0000000E+00   0.0000000E+00
28.75             0.0000000E+00   1.1648291E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.6807844E+01   0.0000000E+00   0.0000000E+00
28.85             0.0000000E+00   1.1723886E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.6902107E+01   0.0000000E+00   0.0000000E+00
28.95             0.0000000E+00   1.1799662E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.6996350E+01   0.0000000E+00   0.0000000E+00
29.05             0.0000000E+00   1.1875619E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.7090573E+01   0.0000000E+00   0.0000000E+00
29.15             0.0000000E+00   1.1951755E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.7184777E+01   0.0000000E+00   0.0000000E+00
29.25             0.0000000E+00   1.2028070E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.7278962E+01   0.0000000E+00   0.0000000E+00
29.35             0.0000000E+00   1.2104563E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.7373127E+01   0.0000000E+00   0.0000000E+00
29.45             0.0000000E+00   1.2181235E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.7467272E+01   0.0000000E+00   0.0000000E+00
29.55             0.0000000E+00   1.2258084E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.7561398E+01   0.0000000E+00   0.0000000E+00
29.65             0.0000000E+00   1.2335110E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.7655505E+01   0.0000000E+00   0.0000000E+00
29.75             0.0000000E+00   1.2412312E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.7749592E+01   0.0000000E+00   0.0000000E+00
29.85             0.0000000E+00   1.2489690E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.7843660E+01   0.0000000E+00   0.0000000E+00
29.95             0.0000000E+00   1.2567244E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.7937708E+01   0.0000000E+00   0.0000000E+00
30.05             0.0000000E+00   1.2644972E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.8031737E+01   0.0000000E+00   0.0000000E+00
30.15             0.0000000E+00   1.2722875E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.8125746E+01   0.0000000E+00   0.0000000E+00
30.25             0.0000000E+00   1.2800951E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.8219736E+01   0.0000000E+00   0.0000000E+00
30.35             0.0000000E+00   1.2879201E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.8313707E+01   0.0000000E+00   0.0000000E+00
30.45             0.0000000E+00   1.2957623E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.8407658E+01   0.0000000E+00   0.0000000E+00
30.55             0.0000000E+00   1.3036218E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.8501590E+01   0.0000000E+00   0.0000000E+00
30.65             0.0000000E+00   1.3114985E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.8595503E+01   0.0000000E+00   0.0000000E+00
30.75             0.0000000E+00   1.3193922E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.8689396E+01   0.0000000E+00   0.0000000E+00
30.85             0.0000000E+00   1.3273030E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.8783270E+01   0.0000000E+00   0.0000000E+00
30.95             0.0000000E+00   1.3352309E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.8877124E+01   0.0000000E+00   0.0000000E+00
31.05             0.0000000E+00   1.3431757E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.8970959E+01   0.0000000E+00   0.0000000E+00
31.15             0.0000000E+00   1.3511374E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.9064774E+01   0.0000000E+00   0.0000000E+00
31.25             0.0000000E+00   1.3591160E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.9158571E+01   0.0000000E+00   0.0000000E+00
31.35             0.0000000E+00   1.3671114E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.9252348E+01   0.0000000E+00   0.0000000E+00
31.45             0.0000000E+00   1.3751236E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.9346105E+01   0.0000000E+00   0.0000000E+00
31.55             0.0000000E+00   1.3831524E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.9439843E+01   0.0000000E+00   0.0000000E+00
31.65             0.0000000E+00   1.3911980E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.9533562E+01   0.0000000E+00   0.0000000E+00
31.75             0.0000000E+00   1.3992601E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.9627262E+01   0.0000000E+00   0.0000000E+00
31.85             0.0000000E+00   1.4073388E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.9720942E+01   0.0000000E+00   0.0000000E+00
31.95             0.0000000E+00   1.4154341E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.9814603E+01   0.0000000E+00   0.0000000E+00
32.04             0.0000000E+00   1.4235457E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.9908245E+01   0.0000000E+00   0.0000000E+00
32.15             0.0000000E+00   1.4316738E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   3.0001867E+01   0.0000000E+00   0.0000000E+00
32.25             0.0000000E+00   1.4398183E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   3.0095470E+01   0.0000000E+00   0.0000000E+00
32.35             0.0000000E+00   1.4479791E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   3.0189054E+01   0.0000000E+00   0.0000000E+00
32.44             0.0000000E+00   1.4561561E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   3.0282619E+01   0.0000000E+00   0.0000000E+00
32.54             0.0000000E+00   1.4643494E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   3.0376164E+01   0.0000000E+00   0.0000000E+00
32.65             0.0000000E+00   1.4725588E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   3.0469690E+01   0.0000000E+00   0.0000000E+00
32.75             0.0000000E+00   1.4807843E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   3.0563196E+01   0.0000000E+00   0.0000000E+00
32.85             0.0000000E+00   1.4890259E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   3.0656684E+01   0.0000000E+00   0.0000000E+00
32.94             0.0000000E+00   1.4972836E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   3.0750152E+01   0.0000000E+00   0.0000000E+00
33.04             0.0000000E+00   1.5055572E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   3.0843601E+01   0.0000000E+00   0.0000000E+00
33.15             0.0000000E+00   1.5138467E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   3.0937031E+01   0.0000000E+00   0.0000000E+00
33.25             0.0000000E+00   1.5221521E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   3.1030441E+01   0.0000000E+00   0.0000000E+00
33.35             0.0000000E+00   1.5304733E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   3.1123832E+01   0.0000000E+00   0.0000000E+00
33.44             0.0000000E+00   1.5388103E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   3.1217204E+01   0.0000000E+00   0.0000000E+00
33.54             0.0000000E+00   1.5471630E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   3.1310557E+01   0.0000000E+00   0.0000000E+00
33.65             0.0000000E+00   1.5555315E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   3.1403891E+01   0.0000000E+00   0.0000000E+00
33.75             0.0000000E+00   1.5639155E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   3.1497205E+01   0.0000000E+00   0.0000000E+00
33.85             0.0000000E+00   1.5723152E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   3.1590500E+01   0.0000000E+00   0.0000000E+00
33.94             0.0000000E+00   1.5807304E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   3.1683776E+01   0.0000000E+00   0.0000000E+00
34.04             0.0000000E+00   1.5891611E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   3.1777033E+01   0.0000000E+00   0.0000000E+00
34.15             0.0000000E+00   1.5976072E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   3.1870271E+01   0.0000000E+00   0.0000000E+00
34.25             0.0000000E+00   1.6060687E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   3.1963489E+01   0.0000000E+00   0.0000000E+00
34.35             0.0000000E+00   1.6145456E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   3.2056688E+01   0.0000000E+00   0.0000000E+00
34.44             0.0000000E+00   1.6230378E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   3.2149869E+01   0.0000000E+00   0.0000000E+00
34.54             0.0000000E+00   1.6315453E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   3.2243030E+01   0.0000000E+00   0.0000000E+00
34.65             0.0000000E+00   1.6400680E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   3.2336171E+01   0.0000000E+00   0.0000000E+00
34.75             0.0000000E+00   1.6486058E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   3.2429294E+01   0.0000000E+00   0.0000000E+00
34.85             0.0000000E+00   1.6571588E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   3.2522398E+01   0.0000000E+00   0.0000000E+00
34.94             0.0000000E+00   1.6657268E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   3.2615482E+01   0.0000000E+00   0.0000000E+00
35.04             0.0000000E+00   1.6743099E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   3.2708547E+01   0.0000000E+00   0.0000000E+00
35.15             0.0000000E+00   1.6829080E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   3.2801593E+01   0.0000000E+00   0.0000000E+00
35.25             0.0000000E+00   1.6915210E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   3.2894620E+01   0.0000000E+00   0.0000000E+00
35.35             0.0000000E+00   1.7001489E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   3.2987628E+01   0.0000000E+00   0.0000000E+00
35.44             0.0000000E+00   1.7087916E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   3.3080617E+01   0.0000000E+00   0.0000000E+00
35.54             0.0000000E+00   1.7174491E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   3.3173587E+01   0.0000000E+00   0.0000000E+00
35.65             0.0000000E+00   1.7261215E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   3.3266538E+01   0.0000000E+00   0.0000000E+00
35.75             0.0000000E+00   1.7348085E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   3.3359469E+01   0.0000000E+00   0.0000000E+00
35.85             0.0000000E+00   1.7435102E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   3.3452382E+01   0.0000000E+00   0.0000000E+00
